food,adulterant_or_substitute,effect,same_article_articles,same_snippet_articles,article_ids,inference_level
cooking oils,animal fat,cancer/carcinogenicity,1,0,oil-8c664dba9516ee5f,same-article contextual hypothesis; causal edge is not explicit
cooking oils,animal fat,gastro intestinal diseases,1,0,oil-8c664dba9516ee5f,same-article contextual hypothesis; causal edge is not explicit
cooking oils,animal fat,gastrointestinal diseases,1,0,oil-8c664dba9516ee5f,same-article contextual hypothesis; causal edge is not explicit
cooking oils,animal fat,severe legal consequences for offenders,1,0,oil-8c664dba9516ee5f,same-article contextual hypothesis; causal edge is not explicit
fresh meat,decayed or spoiled meat,cancer/carcinogenicity,1,0,oil-8c664dba9516ee5f,same-article contextual hypothesis; causal edge is not explicit
fresh meat,decayed or spoiled meat,gastro intestinal diseases,1,0,oil-8c664dba9516ee5f,same-article contextual hypothesis; causal edge is not explicit
fresh meat,decayed or spoiled meat,gastrointestinal diseases,1,0,oil-8c664dba9516ee5f,same-article contextual hypothesis; causal edge is not explicit
fresh meat,decayed or spoiled meat,severe legal consequences for offenders,1,0,oil-8c664dba9516ee5f,same-article contextual hypothesis; causal edge is not explicit
Mustard oil,argemone oil,itching,1,0,oil-a80e246d597e0db8,same-article contextual hypothesis; causal edge is not explicit
Mustard oil,argemone oil,dizziness,1,0,oil-a80e246d597e0db8,same-article contextual hypothesis; causal edge is not explicit
Mustard oil,argemone oil,headaches,1,0,oil-a80e246d597e0db8,same-article contextual hypothesis; causal edge is not explicit
Mustard oil,argemone oil,blurred vision,1,0,oil-a80e246d597e0db8,same-article contextual hypothesis; causal edge is not explicit
onions,e coli,long term health risks,1,0,oil-a84ecb87feb1a1b3,same-article contextual hypothesis; causal edge is not explicit
cheeseburger,mouse droppings,long term health risks,1,0,oil-a84ecb87feb1a1b3,same-article contextual hypothesis; causal edge is not explicit
Paneer,palm oil family,cardiovascular disease,1,0,oil-a9ac84d7fbe3097f,same-article contextual hypothesis; causal edge is not explicit
Paneer,palm oil family,weight gain,1,0,oil-a9ac84d7fbe3097f,same-article contextual hypothesis; causal edge is not explicit
Paneer,palm oil family,stroke,1,0,oil-a9ac84d7fbe3097f,same-article contextual hypothesis; causal edge is not explicit
Paneer,palm oil family,bloating,1,0,oil-a9ac84d7fbe3097f,same-article contextual hypothesis; causal edge is not explicit
Paneer,palm oil family,diarrhoea,1,0,oil-a9ac84d7fbe3097f,same-article contextual hypothesis; causal edge is not explicit
Paneer,palm oil family,stomach discomfort,1,0,oil-a9ac84d7fbe3097f,same-article contextual hypothesis; causal edge is not explicit
Paneer,palm oil family,inflammation,1,0,oil-a9ac84d7fbe3097f,same-article contextual hypothesis; causal edge is not explicit
Paneer,palm oil family,fflo chroniceffect,1,0,oil-a9ac84d7fbe3097f,same-article contextual hypothesis; causal edge is not explicit
Paneer,palm oil family,tissue damage,1,0,oil-a9ac84d7fbe3097f,same-article contextual hypothesis; causal edge is not explicit
Paneer,palm oil family,permanent damage to internal organs,1,0,oil-a9ac84d7fbe3097f,same-article contextual hypothesis; causal edge is not explicit
Paneer,palm oil family,breathing difficulties,1,0,oil-a9ac84d7fbe3097f,same-article contextual hypothesis; causal edge is not explicit
Paneer,palm oil family,throat irritation,1,0,oil-a9ac84d7fbe3097f,same-article contextual hypothesis; causal edge is not explicit
Paneer,palm oil family,lung damage,1,0,oil-a9ac84d7fbe3097f,same-article contextual hypothesis; causal edge is not explicit
Paneer,palm oil family,asthma attacks,1,0,oil-a9ac84d7fbe3097f,same-article contextual hypothesis; causal edge is not explicit
Paneer,palm oil family,nausea,1,0,oil-a9ac84d7fbe3097f,same-article contextual hypothesis; causal edge is not explicit
Paneer,palm oil family,vomiting,1,0,oil-a9ac84d7fbe3097f,same-article contextual hypothesis; causal edge is not explicit
Paneer,palm oil family,internal bleeding,1,0,oil-a9ac84d7fbe3097f,same-article contextual hypothesis; causal edge is not explicit
Paneer,palm oil family,ulcers,1,0,oil-a9ac84d7fbe3097f,same-article contextual hypothesis; causal edge is not explicit
Paneer,palm oil family,severe acid reflux,1,0,oil-a9ac84d7fbe3097f,same-article contextual hypothesis; causal edge is not explicit
Paneer,acetic acid,cardiovascular disease,1,0,oil-a9ac84d7fbe3097f,same-article contextual hypothesis; causal edge is not explicit
Paneer,acetic acid,weight gain,1,0,oil-a9ac84d7fbe3097f,same-article contextual hypothesis; causal edge is not explicit
Paneer,acetic acid,stroke,1,0,oil-a9ac84d7fbe3097f,same-article contextual hypothesis; causal edge is not explicit
Paneer,acetic acid,bloating,1,0,oil-a9ac84d7fbe3097f,same-article contextual hypothesis; causal edge is not explicit
Paneer,acetic acid,diarrhoea,1,0,oil-a9ac84d7fbe3097f,same-article contextual hypothesis; causal edge is not explicit
Paneer,acetic acid,stomach discomfort,1,0,oil-a9ac84d7fbe3097f,same-article contextual hypothesis; causal edge is not explicit
Paneer,acetic acid,inflammation,1,0,oil-a9ac84d7fbe3097f,same-article contextual hypothesis; causal edge is not explicit
Paneer,acetic acid,fflo chroniceffect,1,0,oil-a9ac84d7fbe3097f,same-article contextual hypothesis; causal edge is not explicit
Paneer,acetic acid,tissue damage,1,0,oil-a9ac84d7fbe3097f,same-article contextual hypothesis; causal edge is not explicit
Paneer,acetic acid,permanent damage to internal organs,1,0,oil-a9ac84d7fbe3097f,same-article contextual hypothesis; causal edge is not explicit
Paneer,acetic acid,breathing difficulties,1,0,oil-a9ac84d7fbe3097f,same-article contextual hypothesis; causal edge is not explicit
Paneer,acetic acid,throat irritation,1,0,oil-a9ac84d7fbe3097f,same-article contextual hypothesis; causal edge is not explicit
Paneer,acetic acid,lung damage,1,0,oil-a9ac84d7fbe3097f,same-article contextual hypothesis; causal edge is not explicit
Paneer,acetic acid,asthma attacks,1,0,oil-a9ac84d7fbe3097f,same-article contextual hypothesis; causal edge is not explicit
Paneer,acetic acid,nausea,1,0,oil-a9ac84d7fbe3097f,same-article contextual hypothesis; causal edge is not explicit
Paneer,acetic acid,vomiting,1,0,oil-a9ac84d7fbe3097f,same-article contextual hypothesis; causal edge is not explicit
Paneer,acetic acid,internal bleeding,1,0,oil-a9ac84d7fbe3097f,same-article contextual hypothesis; causal edge is not explicit
Paneer,acetic acid,ulcers,1,0,oil-a9ac84d7fbe3097f,same-article contextual hypothesis; causal edge is not explicit
Paneer,acetic acid,severe acid reflux,1,0,oil-a9ac84d7fbe3097f,same-article contextual hypothesis; causal edge is not explicit
Mustard oil,argemone mexicana seeds,dropsy,1,0,oil-aca35e8b9bccaa60,same-article contextual hypothesis; causal edge is not explicit
Mustard oil,argemone mexicana seeds,fflo acuteeffect,1,0,oil-aca35e8b9bccaa60,same-article contextual hypothesis; causal edge is not explicit
extra virgin olive oil,seed oil,toxic oil syndrome,1,0,oil-b697d96d9a9efcdd,same-article contextual hypothesis; causal edge is not explicit
extra virgin olive oil,seed oil,fflo chroniceffect,1,0,oil-b697d96d9a9efcdd,same-article contextual hypothesis; causal edge is not explicit
extra virgin olive oil,chlorophyll,toxic oil syndrome,1,0,oil-b697d96d9a9efcdd,same-article contextual hypothesis; causal edge is not explicit
extra virgin olive oil,chlorophyll,fflo chroniceffect,1,0,oil-b697d96d9a9efcdd,same-article contextual hypothesis; causal edge is not explicit
edible oils,tri ortho cresyl phosphate,neurological effects,1,0,oil-d276b566dce62194,same-article contextual hypothesis; causal edge is not explicit
edible oils,tri ortho cresyl phosphate,cramping muscle pain,1,0,oil-d276b566dce62194,same-article contextual hypothesis; causal edge is not explicit
edible oils,tri ortho cresyl phosphate,spasticity,1,0,oil-d276b566dce62194,same-article contextual hypothesis; causal edge is not explicit
edible oils,tri ortho cresyl phosphate,illness,1,0,oil-d276b566dce62194,same-article contextual hypothesis; causal edge is not explicit
mustard seeds,argemone mexicana,widespread capillary dilatation,1,0,oil-e1aa62675070cacd,same-article contextual hypothesis; causal edge is not explicit
mustard seeds,argemone mexicana,acuteeffect,1,0,oil-e1aa62675070cacd,same-article contextual hypothesis; causal edge is not explicit
mustard seeds,argemone mexicana,gastroenteric symptoms,1,0,oil-e1aa62675070cacd,same-article contextual hypothesis; causal edge is not explicit
Mustard oil,argemone mexicana,gastroenteric symptoms,1,0,oil-e1aa62675070cacd,same-article contextual hypothesis; causal edge is not explicit
olive oil,sunflower oil,food poisoning,1,0,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
olive oil,sunflower oil,gastrointestinal illness,1,0,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
olive oil,sunflower oil,serious health risks,1,0,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
olive oil,sunflower oil,long lasting adverse effects on health,1,0,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
olive oil,soybean oil,food poisoning,1,0,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
olive oil,soybean oil,gastrointestinal illness,1,0,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
olive oil,soybean oil,serious health risks,1,0,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
olive oil,soybean oil,long lasting adverse effects on health,1,0,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
olive oil,palm oil family,food poisoning,1,0,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
olive oil,palm oil family,gastrointestinal illness,1,0,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
olive oil,palm oil family,serious health risks,1,0,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
olive oil,palm oil family,long lasting adverse effects on health,1,0,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
honey,high fructose corn syrup,food poisoning,1,0,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
honey,high fructose corn syrup,gastrointestinal illness,1,0,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
honey,high fructose corn syrup,serious health risks,1,0,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
honey,high fructose corn syrup,long lasting adverse effects on health,1,0,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
truffle oil,artificial flavoring,food poisoning,1,0,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
truffle oil,artificial flavoring,gastrointestinal illness,1,0,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
truffle oil,artificial flavoring,serious health risks,1,0,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
truffle oil,artificial flavoring,long lasting adverse effects on health,1,0,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
truffle,artificial flavoring,food poisoning,1,0,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
truffle,artificial flavoring,gastrointestinal illness,1,0,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
truffle,artificial flavoring,serious health risks,1,0,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
truffle,artificial flavoring,long lasting adverse effects on health,1,0,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
tuna,tilapia,food poisoning,1,0,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
tuna,tilapia,gastrointestinal illness,1,0,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
tuna,tilapia,serious health risks,1,0,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
tuna,tilapia,long lasting adverse effects on health,1,0,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
tuna,pangasius,food poisoning,1,0,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
tuna,pangasius,gastrointestinal illness,1,0,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
tuna,pangasius,serious health risks,1,0,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
tuna,pangasius,long lasting adverse effects on health,1,0,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
fish,escolar,food poisoning,1,0,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
fish,escolar,gastrointestinal illness,1,0,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
fish,escolar,serious health risks,1,0,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
fish,escolar,long lasting adverse effects on health,1,0,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
tuna,escolar,food poisoning,1,0,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
tuna,escolar,gastrointestinal illness,1,0,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
tuna,escolar,serious health risks,1,0,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
tuna,escolar,long lasting adverse effects on health,1,0,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
Milk,water,long lasting adverse effects on health,1,0,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
Milk,urea,serious health risks,1,0,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
Milk,urea,long lasting adverse effects on health,1,0,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
Milk,detergent,serious health risks,1,0,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
Milk,detergent,long lasting adverse effects on health,1,0,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
Milk,powdered milk,serious health risks,1,0,oil-e3fbe637ba51632f,same-article contextual hypothesis; causal edge is not explicit
