food,observed_effect,candidate_adulterant,articles_with_food_effect_context,articles_also_naming_candidate,observed_article_share_pct,laplace_smoothed_presence_pct,mean_candidate_confidence,interpretation
Cheese,diarrhoea,listeria,3,1,33.33,40.0,0.75,"hypothesis-ranking association, not a calibrated causal probability"
rice,food poisoning,bacillus cereus,3,1,33.33,40.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
rice,food poisoning,plastic,3,1,33.33,40.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Ghee,food poisoning,starch,3,1,33.33,40.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
edible oils,cancer/carcinogenicity,various oils,3,1,33.33,40.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
edible oils,cancer/carcinogenicity,harmful chemicals,3,1,33.33,40.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Edible/cooking oil,cancer/carcinogenicity,argemone oil,3,1,33.33,40.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Edible/cooking oil,cancer/carcinogenicity,animal fat,3,1,33.33,40.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Edible/cooking oil,cancer/carcinogenicity,acrylamide,3,1,33.33,40.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Edible/cooking oil,cancer/carcinogenicity,acrolein,3,1,33.33,40.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,vomiting,acetic acid,3,1,33.33,40.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,vomiting,palm oil family,3,1,33.33,40.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,cardiovascular disease,acetic acid,3,1,33.33,40.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,cardiovascular disease,palm oil family,3,1,33.33,40.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
honey,gastrointestinal illness,high fructose corn syrup,3,1,33.33,40.0,0.8,"hypothesis-ranking association, not a calibrated causal probability"
Milk,serious health risks,urea,3,1,33.33,40.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Milk,serious health risks,powdered milk,3,1,33.33,40.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Milk,serious health risks,detergent,3,1,33.33,40.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Ghee,allergic reaction,starch,4,1,25.0,33.33,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Ghee,allergic reaction,animal fat,4,1,25.0,33.33,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Ghee,allergic reaction,artificial flavourings,4,1,25.0,33.33,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,gastrointestinal illness,unidentified liquid substances,4,1,25.0,33.33,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,gastrointestinal illness,harmful chemicals,4,1,25.0,33.33,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,gastrointestinal illness,urea,4,1,25.0,33.33,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,gastrointestinal illness,formalin/formaldehyde,4,1,25.0,33.33,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,gastrointestinal illness,starch,4,1,25.0,33.33,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,gastrointestinal illness,detergent,4,1,25.0,33.33,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,kidney damage,unidentified liquid substances,4,1,25.0,33.33,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,kidney damage,harmful chemicals,4,1,25.0,33.33,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,kidney damage,formalin/formaldehyde,4,1,25.0,33.33,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,kidney damage,starch,4,1,25.0,33.33,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Khoya/mawa,cancer/carcinogenicity,adulterants,4,1,25.0,33.33,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,gastrointestinal illness,analogue paneer,4,1,25.0,33.33,0.9,"hypothesis-ranking association, not a calibrated causal probability"
sweets,cancer/carcinogenicity,excessive colours,4,1,25.0,33.33,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Ghee,nausea,adulterant,4,1,25.0,33.33,0.65,"hypothesis-ranking association, not a calibrated causal probability"
Ghee,nausea,palm oil family,4,1,25.0,33.33,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Ghee,nausea,paraffin wax,4,1,25.0,33.33,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Ghee,nausea,animal tallow,4,1,25.0,33.33,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Ghee,nausea,detergent,4,1,25.0,33.33,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Ghee,nausea,animal fat,4,1,25.0,33.33,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Khoya/mawa,cancer/carcinogenicity,flour,4,1,25.0,33.33,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Khoya/mawa,cancer/carcinogenicity,soap,4,1,25.0,33.33,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Khoya/mawa,cancer/carcinogenicity,washing soda,4,1,25.0,33.33,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Khoya/mawa,cancer/carcinogenicity,synthetic fat,4,1,25.0,33.33,0.8,"hypothesis-ranking association, not a calibrated causal probability"
Khoya/mawa,cancer/carcinogenicity,starch,4,1,25.0,33.33,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Mustard oil,cancer/carcinogenicity,mineral oil,4,1,25.0,33.33,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Mustard oil,cancer/carcinogenicity,palm oil family,4,1,25.0,33.33,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Mustard oil,cancer/carcinogenicity,linseed oil,4,1,25.0,33.33,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Mustard oil,cancer/carcinogenicity,karanja oil,4,1,25.0,33.33,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Mustard oil,cancer/carcinogenicity,cyanide,4,1,25.0,33.33,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Mustard oil,cancer/carcinogenicity,cottonseed oil,4,1,25.0,33.33,0.8,"hypothesis-ranking association, not a calibrated causal probability"
Milk,dizziness,detergent,4,1,25.0,33.33,0.9,"hypothesis-ranking association, not a calibrated causal probability"
sweets,cancer/carcinogenicity,detergent,4,1,25.0,33.33,0.9,"hypothesis-ranking association, not a calibrated causal probability"
fish,cancer/carcinogenicity,rhodamine B,4,1,25.0,33.33,0.9,"hypothesis-ranking association, not a calibrated causal probability"
fish,cancer/carcinogenicity,malachite green,4,1,25.0,33.33,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,kidney damage,ala,4,1,25.0,33.33,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,kidney damage,tinopal,4,1,25.0,33.33,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Khoya/mawa,cancer/carcinogenicity,formalin/formaldehyde,4,1,25.0,33.33,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Khoya/mawa,cancer/carcinogenicity,urea,4,1,25.0,33.33,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Milk,urinary obstruction,adhesive compound,4,1,25.0,33.33,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Mustard oil,cancer/carcinogenicity,artificial allyl isothiocyanate,4,1,25.0,33.33,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Mustard oil,cancer/carcinogenicity,rice bran oil,4,1,25.0,33.33,0.9,"hypothesis-ranking association, not a calibrated causal probability"
spices,cancer/carcinogenicity,artificial colours,4,1,25.0,33.33,0.85,"hypothesis-ranking association, not a calibrated causal probability"
spices,cancer/carcinogenicity,artificial dyes,4,1,25.0,33.33,0.9,"hypothesis-ranking association, not a calibrated causal probability"
spices,cancer/carcinogenicity,sawdust,4,1,25.0,33.33,0.95,"hypothesis-ranking association, not a calibrated causal probability"
spices,cancer/carcinogenicity,brick powder,4,1,25.0,33.33,0.95,"hypothesis-ranking association, not a calibrated causal probability"
fish,cancer/carcinogenicity,cadmium,4,1,25.0,33.33,0.9,"hypothesis-ranking association, not a calibrated causal probability"
sweets,cancer/carcinogenicity,rhodamine B,4,1,25.0,33.33,0.9,"hypothesis-ranking association, not a calibrated causal probability"
sweets,cancer/carcinogenicity,auramine o,4,1,25.0,33.33,0.9,"hypothesis-ranking association, not a calibrated causal probability"
sweets,cancer/carcinogenicity,metanil yellow,4,1,25.0,33.33,0.9,"hypothesis-ranking association, not a calibrated causal probability"
sweets,cancer/carcinogenicity,malachite green,4,1,25.0,33.33,0.9,"hypothesis-ranking association, not a calibrated causal probability"
spices,cancer/carcinogenicity,sudan dyes,4,1,25.0,33.33,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Mustard oil,cancer/carcinogenicity,soybean oil,4,1,25.0,33.33,0.85,"hypothesis-ranking association, not a calibrated causal probability"
fish,cancer/carcinogenicity,tcdd,4,1,25.0,33.33,0.8,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,gastrointestinal illness,e coli,4,1,25.0,33.33,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,gastrointestinal illness,listeria,4,1,25.0,33.33,0.75,"hypothesis-ranking association, not a calibrated causal probability"
Ghee,nausea,starch,4,1,25.0,33.33,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Ghee,allergic reaction,fake ghee,4,1,25.0,33.33,0.85,"hypothesis-ranking association, not a calibrated causal probability"
sweets,cancer/carcinogenicity,non permitted colours,4,1,25.0,33.33,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Mustard oil,epidemic dropsy,argemone mexicana seed oil,4,1,25.0,33.33,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Mustard oil,epidemic dropsy,argemone mexicana,4,1,25.0,33.33,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,organ damage,unidentified liquid substances,5,1,20.0,28.57,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,organ damage,harmful chemicals,5,1,20.0,28.57,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,organ damage,urea,5,1,20.0,28.57,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,organ damage,formalin/formaldehyde,5,1,20.0,28.57,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,organ damage,starch,5,1,20.0,28.57,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,organ damage,detergent,5,1,20.0,28.57,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Khoya/mawa,gastrointestinal illness,adulterants,5,1,20.0,28.57,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Khoya/mawa,allergic reaction,adulterants,5,1,20.0,28.57,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,organ damage,analogue paneer,5,1,20.0,28.57,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,organ damage,unspecified adulterant,5,1,20.0,28.57,0.75,"hypothesis-ranking association, not a calibrated causal probability"
Milk,organ damage,water,5,1,20.0,28.57,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Khoya/mawa,allergic reaction,flour,5,1,20.0,28.57,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Khoya/mawa,allergic reaction,soap,5,1,20.0,28.57,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Khoya/mawa,allergic reaction,washing soda,5,1,20.0,28.57,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Khoya/mawa,allergic reaction,synthetic fat,5,1,20.0,28.57,0.8,"hypothesis-ranking association, not a calibrated causal probability"
Khoya/mawa,gastrointestinal illness,flour,5,1,20.0,28.57,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Khoya/mawa,gastrointestinal illness,soap,5,1,20.0,28.57,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Khoya/mawa,gastrointestinal illness,washing soda,5,1,20.0,28.57,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Khoya/mawa,gastrointestinal illness,synthetic fat,5,1,20.0,28.57,0.8,"hypothesis-ranking association, not a calibrated causal probability"
fruits,cancer/carcinogenicity,microplastics,5,1,20.0,28.57,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,organ damage,palm oil family,5,1,20.0,28.57,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Ghee,gastrointestinal illness,starch,6,1,16.67,25.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Ghee,gastrointestinal illness,animal fat,6,1,16.67,25.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Ghee,gastrointestinal illness,artificial flavourings,6,1,16.67,25.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Ghee,gastrointestinal illness,added fragrance,6,1,16.67,25.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Ghee,gastrointestinal illness,vegetable oil/fat,6,1,16.67,25.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Ghee,gastrointestinal illness,refined oil,6,1,16.67,25.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Ghee,gastrointestinal illness,yellow chemical colour,6,1,16.67,25.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Ghee,gastrointestinal illness,palm oil family,6,1,16.67,25.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
vegetables,cancer/carcinogenicity,microplastics,6,1,16.67,25.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
vegetables,cancer/carcinogenicity,lead,6,1,16.67,25.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Milk,acuteeffect,unknown adulterant,6,1,16.67,25.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
